_time,user,event,filename,host
2025-07-31T09:59:57,krishna,file_access,confidential.pdf,eng01
2025-07-31T09:59:57,krishna,file_access,confidential.pdf,eng01
2025-07-31T09:59:57,krishna,file_access,data.csv,eng01
2025-07-31T10:47:57,mike,file_access,budget.xlsx,prod01
2025-07-31T10:47:57,mike,file_access,plan.pptx,prod01
2025-07-31T06:59:57,neha,file_access,budget.xlsx,fin01
2025-07-31T06:59:57,neha,file_access,report.docx,fin01
2025-07-31T06:59:57,neha,file_access,data.csv,fin01
2025-07-31T04:02:57,sam,file_access,budget.xlsx,eng01
2025-07-31T17:27:57,jane,file_access,report.docx,hr01
2025-07-31T17:27:57,jane,file_access,data.csv,hr01
2025-07-31T17:27:57,jane,file_access,budget.xlsx,hr01
2025-07-31T20:39:57,krishna,file_access,plan.pptx,eng01
2025-07-31T20:39:57,krishna,file_access,confidential.pdf,eng01
2025-07-31T20:39:57,krishna,file_access,summary.txt,eng01
2025-07-31T20:39:57,krishna,file_access,summary.txt,eng01
2025-07-31T20:39:57,krishna,file_access,budget.xlsx,eng01
2025-07-31T04:48:57,sam,file_access,summary.txt,eng01
2025-07-31T04:48:57,sam,file_access,confidential.pdf,eng01
2025-07-31T04:48:57,sam,file_access,plan.pptx,eng01
2025-07-31T00:55:57,tom,file_access,summary.txt,it01
2025-07-31T00:55:57,tom,file_access,budget.xlsx,it01
2025-08-01T01:51:57,krishna,file_access,budget.xlsx,eng01
2025-08-01T01:51:57,krishna,file_access,summary.txt,eng01
2025-08-01T01:51:57,krishna,file_access,confidential.pdf,eng01
2025-08-01T01:51:57,krishna,file_access,data.csv,eng01
2025-08-01T01:51:57,krishna,file_access,confidential.pdf,eng01
2025-07-31T13:13:57,sam,file_access,report.docx,dev01
2025-07-31T13:13:57,sam,file_access,budget.xlsx,dev01
2025-07-31T16:28:57,alice,file_access,confidential.pdf,eng01
2025-07-31T16:28:57,alice,file_access,budget.xlsx,eng01
2025-07-30T23:29:57,krishna,file_access,confidential.pdf,eng01
2025-07-30T23:29:57,krishna,file_access,confidential.pdf,eng01
2025-07-30T23:29:57,krishna,file_access,budget.xlsx,eng01
2025-07-30T23:29:57,krishna,file_access,report.docx,eng01
2025-07-30T23:29:57,krishna,file_access,budget.xlsx,eng01
2025-07-30T23:29:57,krishna,file_access,confidential.pdf,eng01
2025-07-30T23:29:57,krishna,file_access,report.docx,eng01
2025-07-30T23:29:57,krishna,file_access,data.csv,eng01
2025-08-01T18:09:57,sam,file_access,data.csv,dev01
2025-08-01T18:09:57,sam,file_access,confidential.pdf,dev01
2025-07-31T16:40:57,tom,file_access,data.csv,prod01
2025-07-31T16:40:57,tom,file_access,budget.xlsx,prod01
2025-07-31T16:40:57,tom,file_access,confidential.pdf,prod01
2025-07-31T11:11:57,bob,file_access,data.csv,fin01
2025-07-31T11:11:57,bob,file_access,report.docx,fin01
2025-08-01T14:29:57,mike,file_access,summary.txt,prod01
2025-08-01T14:29:57,mike,file_access,confidential.pdf,prod01
2025-07-31T23:06:57,sam,file_access,budget.xlsx,eng01
2025-07-31T23:06:57,sam,file_access,data.csv,eng01
2025-07-31T23:06:57,sam,file_access,budget.xlsx,eng01
2025-08-01T09:42:57,tom,file_access,plan.pptx,prod01
2025-08-01T05:11:57,neha,file_access,plan.pptx,fin01
2025-08-01T05:11:57,neha,file_access,report.docx,fin01
2025-07-31T00:37:57,bob,file_access,plan.pptx,fin01
2025-07-31T00:37:57,bob,file_access,confidential.pdf,fin01
2025-07-31T00:37:57,bob,file_access,report.docx,fin01
2025-07-31T18:54:57,krishna,file_access,budget.xlsx,eng01
2025-07-31T18:54:57,krishna,file_access,summary.txt,eng01
2025-07-31T18:54:57,krishna,file_access,confidential.pdf,eng01
2025-07-31T18:54:57,krishna,file_access,report.docx,eng01
2025-07-31T18:54:57,krishna,file_access,summary.txt,eng01
2025-07-31T18:54:57,krishna,file_access,plan.pptx,eng01
2025-07-31T16:26:57,neha,file_access,budget.xlsx,fin01
2025-07-31T16:26:57,neha,file_access,data.csv,fin01
2025-08-01T15:26:57,krishna,file_access,data.csv,dev01
2025-08-01T15:26:57,krishna,file_access,report.docx,dev01
2025-08-01T15:26:57,krishna,file_access,data.csv,dev01
2025-08-01T15:26:57,krishna,file_access,report.docx,dev01
2025-08-01T15:26:57,krishna,file_access,data.csv,dev01
2025-08-01T15:26:57,krishna,file_access,summary.txt,dev01
2025-07-31T23:22:57,neha,file_access,summary.txt,fin01
2025-07-31T20:54:57,krishna,file_access,data.csv,dev01
2025-07-31T20:54:57,krishna,file_access,summary.txt,dev01
2025-07-31T20:54:57,krishna,file_access,data.csv,dev01
2025-07-31T20:54:57,krishna,file_access,summary.txt,dev01
2025-07-31T20:54:57,krishna,file_access,summary.txt,dev01
2025-08-01T10:07:57,tom,file_access,data.csv,it01
2025-08-01T10:07:57,tom,file_access,data.csv,it01
2025-07-31T09:56:57,neha,file_access,budget.xlsx,fin01
2025-07-31T09:56:57,neha,file_access,data.csv,fin01
2025-07-31T09:56:57,neha,file_access,data.csv,fin01
2025-08-01T04:39:57,krishna,file_access,budget.xlsx,dev01
2025-08-01T04:39:57,krishna,file_access,report.docx,dev01
2025-08-01T04:39:57,krishna,file_access,budget.xlsx,dev01
2025-08-01T04:39:57,krishna,file_access,data.csv,dev01
2025-08-01T04:39:57,krishna,file_access,summary.txt,dev01
2025-08-01T04:39:57,krishna,file_access,summary.txt,dev01
2025-08-01T04:39:57,krishna,file_access,report.docx,dev01
2025-08-01T04:39:57,krishna,file_access,confidential.pdf,dev01
2025-08-01T04:39:57,krishna,file_access,confidential.pdf,dev01
2025-07-31T08:46:57,krishna,file_access,summary.txt,dev01
2025-07-31T08:46:57,krishna,file_access,summary.txt,dev01
2025-07-31T08:46:57,krishna,file_access,plan.pptx,dev01
2025-07-31T08:46:57,krishna,file_access,budget.xlsx,dev01
2025-07-31T08:46:57,krishna,file_access,summary.txt,dev01
2025-07-31T08:46:57,krishna,file_access,data.csv,dev01
2025-07-31T08:46:57,krishna,file_access,data.csv,dev01
2025-07-31T08:46:57,krishna,file_access,report.docx,dev01
2025-08-01T06:39:57,krishna,file_access,budget.xlsx,dev01
2025-08-01T06:39:57,krishna,file_access,confidential.pdf,dev01
2025-08-01T06:39:57,krishna,file_access,confidential.pdf,dev01
2025-08-01T06:39:57,krishna,file_access,budget.xlsx,dev01
2025-08-01T06:39:57,krishna,file_access,report.docx,dev01
2025-08-01T06:39:57,krishna,file_access,summary.txt,dev01
2025-08-01T06:39:57,krishna,file_access,plan.pptx,dev01
2025-08-01T06:39:57,krishna,file_access,confidential.pdf,dev01
2025-07-30T23:00:57,neha,file_access,plan.pptx,fin01
2025-07-30T23:00:57,neha,file_access,report.docx,fin01
2025-08-01T14:49:57,neha,file_access,summary.txt,fin01
2025-08-01T14:49:57,neha,file_access,confidential.pdf,fin01
2025-08-01T14:49:57,neha,file_access,confidential.pdf,fin01
2025-07-30T22:47:57,mike,file_access,budget.xlsx,prod01
2025-07-30T22:47:57,mike,file_access,budget.xlsx,prod01
2025-07-30T23:41:57,sam,file_access,report.docx,dev01
2025-07-30T23:41:57,sam,file_access,plan.pptx,dev01
2025-08-01T00:42:57,sam,file_access,plan.pptx,dev01
2025-08-01T00:42:57,sam,file_access,summary.txt,dev01
2025-07-31T21:56:57,jane,file_access,summary.txt,hr01
2025-07-31T21:56:57,jane,file_access,plan.pptx,hr01
2025-07-31T21:56:57,jane,file_access,report.docx,hr01
2025-08-01T06:32:57,neha,file_access,confidential.pdf,fin01
2025-08-01T06:32:57,neha,file_access,confidential.pdf,fin01
2025-08-01T03:22:57,jane,file_access,budget.xlsx,hr01
2025-08-01T03:22:57,jane,file_access,confidential.pdf,hr01
2025-08-01T03:22:57,jane,file_access,summary.txt,hr01
2025-08-01T12:14:57,neha,file_access,summary.txt,fin01
2025-08-01T12:14:57,neha,file_access,confidential.pdf,fin01
2025-08-01T12:14:57,neha,file_access,summary.txt,fin01
2025-08-01T13:08:57,bob,file_access,report.docx,fin01
2025-08-01T17:39:57,krishna,file_access,data.csv,dev01
2025-08-01T17:39:57,krishna,file_access,plan.pptx,dev01
2025-08-01T17:39:57,krishna,file_access,summary.txt,dev01
2025-08-01T17:39:57,krishna,file_access,report.docx,dev01
2025-08-01T17:39:57,krishna,file_access,confidential.pdf,dev01
2025-08-01T17:39:57,krishna,file_access,budget.xlsx,dev01
2025-08-01T17:39:57,krishna,file_access,budget.xlsx,dev01
2025-08-01T17:39:57,krishna,file_access,confidential.pdf,dev01
2025-08-01T17:39:57,krishna,file_access,summary.txt,dev01
2025-07-31T02:33:57,bob,file_access,plan.pptx,fin01
2025-08-01T11:43:57,bob,file_access,confidential.pdf,fin01
2025-08-01T11:43:57,bob,file_access,confidential.pdf,fin01
2025-08-01T11:43:57,bob,file_access,data.csv,fin01
2025-07-31T22:05:57,neha,file_access,summary.txt,fin01
2025-07-31T22:05:57,neha,file_access,plan.pptx,fin01
2025-07-31T22:05:57,neha,file_access,summary.txt,fin01
2025-07-31T10:08:57,sam,file_access,budget.xlsx,dev01
2025-07-31T16:15:57,neha,file_access,summary.txt,fin01
2025-08-01T06:53:57,neha,file_access,summary.txt,fin01
2025-07-31T05:45:57,jane,file_access,data.csv,hr01
2025-07-31T05:45:57,jane,file_access,data.csv,hr01
2025-08-01T07:33:57,jane,file_access,report.docx,hr01
2025-08-01T07:33:57,jane,file_access,data.csv,hr01
2025-07-31T22:21:57,tom,file_access,summary.txt,prod01
2025-07-31T22:21:57,tom,file_access,summary.txt,prod01
2025-07-31T22:21:57,tom,file_access,summary.txt,prod01
2025-07-31T08:06:57,bob,file_access,plan.pptx,fin01
2025-07-31T08:06:57,bob,file_access,confidential.pdf,fin01
2025-07-31T08:06:57,bob,file_access,report.docx,fin01
2025-08-01T11:48:57,sam,file_access,summary.txt,dev01
2025-07-31T13:51:57,tom,file_access,plan.pptx,prod01
2025-07-31T13:51:57,tom,file_access,plan.pptx,prod01
2025-07-31T00:28:57,neha,file_access,confidential.pdf,fin01
2025-07-31T21:15:57,sam,file_access,report.docx,dev01
2025-07-31T21:15:57,sam,file_access,report.docx,dev01
2025-07-31T22:17:57,neha,file_access,confidential.pdf,fin01
2025-07-31T22:17:57,neha,file_access,report.docx,fin01
2025-07-30T19:57:57,sam,file_access,confidential.pdf,dev01
2025-07-30T19:57:57,sam,file_access,summary.txt,dev01
2025-07-31T13:05:57,alice,file_access,data.csv,dev01
2025-08-01T07:24:57,neha,file_access,summary.txt,fin01
2025-08-01T13:15:57,neha,file_access,confidential.pdf,fin01
2025-08-01T13:15:57,neha,file_access,confidential.pdf,fin01
2025-08-01T13:15:57,neha,file_access,confidential.pdf,fin01
2025-08-01T08:53:57,sam,file_access,budget.xlsx,eng01
2025-08-01T08:53:57,sam,file_access,confidential.pdf,eng01
2025-07-31T18:33:57,krishna,file_access,plan.pptx,dev01
2025-07-31T18:33:57,krishna,file_access,report.docx,dev01
2025-07-31T18:33:57,krishna,file_access,budget.xlsx,dev01
2025-07-31T18:33:57,krishna,file_access,report.docx,dev01
2025-07-31T18:33:57,krishna,file_access,data.csv,dev01
2025-07-31T18:33:57,krishna,file_access,confidential.pdf,dev01
2025-07-31T18:33:57,krishna,file_access,confidential.pdf,dev01
2025-07-31T18:33:57,krishna,file_access,data.csv,dev01
2025-07-31T18:33:57,krishna,file_access,report.docx,dev01
2025-08-01T15:09:57,alice,file_access,plan.pptx,dev01
2025-08-01T07:36:57,alice,file_access,plan.pptx,dev01
2025-08-01T07:36:57,alice,file_access,confidential.pdf,dev01
2025-08-01T09:10:57,neha,file_access,summary.txt,fin01
2025-08-01T09:10:57,neha,file_access,budget.xlsx,fin01
2025-08-01T09:52:57,jane,file_access,report.docx,hr01
2025-07-31T17:53:57,jane,file_access,data.csv,hr01
2025-07-31T17:53:57,jane,file_access,summary.txt,hr01
2025-08-01T03:55:57,krishna,file_access,budget.xlsx,dev01
2025-08-01T03:55:57,krishna,file_access,budget.xlsx,dev01
2025-08-01T03:55:57,krishna,file_access,budget.xlsx,dev01
2025-08-01T03:55:57,krishna,file_access,budget.xlsx,dev01
2025-08-01T03:55:57,krishna,file_access,summary.txt,dev01
2025-07-31T04:43:57,neha,file_access,report.docx,fin01
2025-07-31T04:43:57,neha,file_access,data.csv,fin01
2025-07-31T04:43:57,neha,file_access,report.docx,fin01
2025-08-01T10:28:57,sam,file_access,confidential.pdf,eng01
2025-08-01T10:28:57,sam,file_access,summary.txt,eng01
2025-07-31T18:30:57,neha,file_access,summary.txt,fin01
2025-07-31T18:30:57,neha,file_access,summary.txt,fin01
2025-08-01T09:11:57,sam,file_access,report.docx,eng01
2025-08-01T14:19:57,jane,file_access,budget.xlsx,hr01
2025-08-01T14:19:57,jane,file_access,summary.txt,hr01
2025-08-01T14:19:57,jane,file_access,report.docx,hr01
2025-07-31T20:10:57,neha,file_access,report.docx,fin01
2025-07-31T20:10:57,neha,file_access,plan.pptx,fin01
2025-07-30T22:32:57,jane,file_access,plan.pptx,hr01
2025-08-01T15:32:57,neha,file_access,report.docx,fin01
2025-08-01T15:32:57,neha,file_access,plan.pptx,fin01
2025-08-01T10:34:57,jane,file_access,confidential.pdf,hr01
2025-07-30T23:34:57,mike,file_access,plan.pptx,prod01
2025-07-30T23:34:57,mike,file_access,data.csv,prod01
2025-07-30T23:34:57,mike,file_access,plan.pptx,prod01
2025-07-31T17:35:57,jane,file_access,data.csv,hr01
2025-07-31T09:21:57,mike,file_access,report.docx,prod01
2025-07-31T14:42:57,bob,file_access,summary.txt,fin01
2025-07-31T14:42:57,bob,file_access,plan.pptx,fin01
2025-07-31T14:42:57,bob,file_access,budget.xlsx,fin01
2025-08-01T06:13:57,tom,file_access,plan.pptx,prod01
2025-07-31T14:52:57,neha,file_access,budget.xlsx,fin01
2025-07-31T14:52:57,neha,file_access,report.docx,fin01
2025-07-31T14:52:57,neha,file_access,report.docx,fin01
2025-07-31T18:49:57,sam,file_access,plan.pptx,dev01
2025-07-31T18:49:57,sam,file_access,plan.pptx,dev01
2025-07-30T21:29:57,alice,file_access,budget.xlsx,eng01
2025-07-30T21:29:57,alice,file_access,plan.pptx,eng01
2025-07-31T17:08:57,neha,file_access,confidential.pdf,fin01
2025-07-31T17:08:57,neha,file_access,confidential.pdf,fin01
2025-07-31T03:55:57,bob,file_access,confidential.pdf,fin01
2025-07-31T03:55:57,bob,file_access,budget.xlsx,fin01
2025-08-01T17:40:57,tom,file_access,plan.pptx,prod01
2025-08-01T17:40:57,tom,file_access,confidential.pdf,prod01
2025-07-31T05:06:57,neha,file_access,summary.txt,fin01
2025-07-31T18:31:57,jane,file_access,data.csv,hr01
2025-07-31T18:31:57,jane,file_access,plan.pptx,hr01
2025-07-31T00:47:57,neha,file_access,confidential.pdf,fin01
2025-08-01T14:18:57,sam,file_access,report.docx,dev01
2025-08-01T14:18:57,sam,file_access,data.csv,dev01
2025-08-01T14:18:57,sam,file_access,confidential.pdf,dev01
2025-07-31T08:52:57,neha,file_access,plan.pptx,fin01
2025-08-01T07:52:57,sam,file_access,data.csv,dev01
2025-08-01T07:52:57,sam,file_access,plan.pptx,dev01
2025-08-01T07:52:57,sam,file_access,summary.txt,dev01
2025-07-31T15:24:57,neha,file_access,data.csv,fin01
2025-07-31T15:24:57,neha,file_access,plan.pptx,fin01
2025-07-31T18:41:57,jane,file_access,data.csv,hr01
2025-07-31T18:41:57,jane,file_access,plan.pptx,hr01
2025-07-31T10:44:57,alice,file_access,report.docx,dev01
2025-07-31T21:04:57,mike,file_access,data.csv,it01
2025-07-31T10:54:57,mike,file_access,report.docx,prod01
2025-07-31T00:52:57,tom,file_access,report.docx,prod01
2025-07-31T00:52:57,tom,file_access,plan.pptx,prod01
2025-07-31T00:52:57,tom,file_access,confidential.pdf,prod01
2025-08-01T11:56:57,bob,file_access,summary.txt,fin01
2025-08-01T06:38:57,krishna,file_access,budget.xlsx,eng01
2025-08-01T06:38:57,krishna,file_access,plan.pptx,eng01
2025-08-01T06:38:57,krishna,file_access,summary.txt,eng01
2025-08-01T06:38:57,krishna,file_access,summary.txt,eng01
2025-08-01T06:38:57,krishna,file_access,budget.xlsx,eng01
2025-08-01T06:38:57,krishna,file_access,plan.pptx,eng01
2025-07-30T20:28:57,mike,file_access,data.csv,prod01
2025-08-01T18:10:57,sam,file_access,data.csv,eng01
2025-08-01T18:10:57,sam,file_access,confidential.pdf,eng01
2025-07-31T02:35:57,jane,file_access,confidential.pdf,hr01
2025-07-31T02:35:57,jane,file_access,report.docx,hr01
2025-07-31T02:35:57,jane,file_access,confidential.pdf,hr01
2025-08-01T18:40:57,bob,file_access,confidential.pdf,fin01
2025-08-01T18:40:57,bob,file_access,summary.txt,fin01
2025-08-01T18:40:57,bob,file_access,data.csv,fin01
2025-08-01T14:52:57,alice,file_access,data.csv,dev01
2025-07-30T19:37:57,sam,file_access,plan.pptx,dev01
2025-07-30T21:27:57,tom,file_access,budget.xlsx,prod01
2025-07-30T21:27:57,tom,file_access,plan.pptx,prod01
2025-07-30T21:27:57,tom,file_access,data.csv,prod01
2025-07-31T15:05:57,neha,file_access,report.docx,fin01
2025-07-31T17:01:57,krishna,file_access,summary.txt,eng01
2025-07-31T17:01:57,krishna,file_access,confidential.pdf,eng01
2025-07-31T17:01:57,krishna,file_access,data.csv,eng01
2025-07-31T17:01:57,krishna,file_access,data.csv,eng01
2025-07-31T17:01:57,krishna,file_access,report.docx,eng01
2025-07-31T17:01:57,krishna,file_access,report.docx,eng01
2025-07-31T17:01:57,krishna,file_access,plan.pptx,eng01
2025-07-31T17:01:57,krishna,file_access,summary.txt,eng01
2025-07-31T17:01:57,krishna,file_access,confidential.pdf,eng01
2025-08-01T09:23:57,sam,file_access,confidential.pdf,dev01
2025-08-01T09:23:57,sam,file_access,confidential.pdf,dev01
2025-08-01T13:48:57,krishna,file_access,data.csv,eng01
2025-08-01T13:48:57,krishna,file_access,confidential.pdf,eng01
2025-08-01T13:48:57,krishna,file_access,budget.xlsx,eng01
2025-08-01T13:48:57,krishna,file_access,data.csv,eng01
2025-08-01T13:48:57,krishna,file_access,plan.pptx,eng01
2025-08-01T13:48:57,krishna,file_access,data.csv,eng01
2025-08-01T13:48:57,krishna,file_access,confidential.pdf,eng01
2025-08-01T13:48:57,krishna,file_access,report.docx,eng01
2025-08-01T13:48:57,krishna,file_access,summary.txt,eng01
2025-07-30T20:28:57,mike,file_access,report.docx,it01
2025-08-01T15:52:57,alice,file_access,summary.txt,dev01
2025-08-01T15:52:57,alice,file_access,summary.txt,dev01
2025-08-01T15:52:57,alice,file_access,report.docx,dev01
2025-08-01T08:27:57,sam,file_access,summary.txt,dev01
2025-08-01T08:27:57,sam,file_access,report.docx,dev01
2025-08-01T08:27:57,sam,file_access,data.csv,dev01
2025-07-31T14:15:57,sam,file_access,summary.txt,eng01
2025-07-31T14:15:57,sam,file_access,summary.txt,eng01
2025-07-31T15:23:57,sam,file_access,confidential.pdf,dev01
2025-07-31T15:23:57,sam,file_access,confidential.pdf,dev01
2025-07-31T15:23:57,sam,file_access,confidential.pdf,dev01
2025-07-31T01:05:57,mike,file_access,confidential.pdf,it01
2025-07-31T21:03:57,alice,file_access,summary.txt,dev01
2025-07-31T21:03:57,alice,file_access,budget.xlsx,dev01
2025-07-31T04:02:57,tom,file_access,budget.xlsx,prod01
2025-07-31T15:13:57,mike,file_access,confidential.pdf,prod01
2025-07-31T15:13:57,mike,file_access,report.docx,prod01
2025-07-31T15:13:57,mike,file_access,confidential.pdf,prod01
2025-07-31T16:39:57,sam,file_access,budget.xlsx,dev01
2025-07-31T16:39:57,sam,file_access,summary.txt,dev01
2025-08-01T07:50:57,neha,file_access,report.docx,fin01
2025-08-01T07:50:57,neha,file_access,confidential.pdf,fin01
2025-07-31T01:52:57,sam,file_access,plan.pptx,dev01
2025-07-30T19:13:57,jane,file_access,budget.xlsx,hr01
2025-07-30T19:13:57,jane,file_access,report.docx,hr01
2025-07-31T16:02:57,neha,file_access,report.docx,fin01
2025-07-31T16:02:57,neha,file_access,plan.pptx,fin01
2025-07-31T16:02:57,neha,file_access,plan.pptx,fin01
2025-07-31T06:03:57,sam,file_access,budget.xlsx,eng01
2025-07-31T06:03:57,sam,file_access,data.csv,eng01
2025-08-01T08:10:57,mike,file_access,budget.xlsx,it01
2025-08-01T08:10:57,mike,file_access,report.docx,it01
2025-08-01T08:10:57,mike,file_access,data.csv,it01
2025-07-31T09:46:57,krishna,file_access,report.docx,eng01
2025-07-31T09:46:57,krishna,file_access,summary.txt,eng01
2025-07-31T09:46:57,krishna,file_access,budget.xlsx,eng01
2025-07-31T09:46:57,krishna,file_access,report.docx,eng01
2025-07-31T09:46:57,krishna,file_access,plan.pptx,eng01
2025-07-31T09:46:57,krishna,file_access,summary.txt,eng01
2025-07-31T09:46:57,krishna,file_access,data.csv,eng01
2025-07-31T20:46:57,alice,file_access,confidential.pdf,dev01
2025-07-31T20:46:57,alice,file_access,plan.pptx,dev01
2025-07-30T21:26:57,neha,file_access,confidential.pdf,fin01
2025-07-31T12:59:57,alice,file_access,budget.xlsx,dev01
2025-07-31T11:44:57,sam,file_access,confidential.pdf,eng01
2025-07-31T11:44:57,sam,file_access,plan.pptx,eng01
2025-07-31T01:56:57,neha,file_access,report.docx,fin01
2025-07-31T01:56:57,neha,file_access,confidential.pdf,fin01
2025-07-31T01:56:57,neha,file_access,budget.xlsx,fin01
2025-08-01T15:59:57,jane,file_access,report.docx,hr01
2025-08-01T15:59:57,jane,file_access,plan.pptx,hr01
2025-08-01T15:59:57,jane,file_access,plan.pptx,hr01
2025-07-30T19:28:57,tom,file_access,summary.txt,prod01
2025-08-01T17:22:57,neha,file_access,confidential.pdf,fin01
2025-08-01T17:22:57,neha,file_access,budget.xlsx,fin01
2025-08-01T04:25:57,mike,file_access,budget.xlsx,prod01
2025-08-01T04:25:57,mike,file_access,report.docx,prod01
2025-07-31T06:43:57,mike,file_access,confidential.pdf,prod01
2025-07-31T10:42:57,mike,file_access,budget.xlsx,prod01
2025-07-31T10:42:57,mike,file_access,report.docx,prod01
2025-08-01T06:46:57,mike,file_access,budget.xlsx,it01
2025-08-01T06:46:57,mike,file_access,budget.xlsx,it01
2025-08-01T06:46:57,mike,file_access,plan.pptx,it01
2025-08-01T15:43:57,bob,file_access,confidential.pdf,fin01
2025-08-01T15:43:57,bob,file_access,plan.pptx,fin01
2025-07-31T11:36:57,tom,file_access,plan.pptx,prod01
2025-07-31T11:36:57,tom,file_access,budget.xlsx,prod01
2025-08-01T15:19:57,sam,file_access,report.docx,eng01
2025-08-01T15:19:57,sam,file_access,plan.pptx,eng01
2025-07-31T15:32:57,bob,file_access,confidential.pdf,fin01
2025-07-31T15:32:57,bob,file_access,budget.xlsx,fin01
2025-08-01T14:28:57,sam,file_access,summary.txt,dev01
2025-07-31T04:13:57,neha,file_access,report.docx,fin01
2025-07-31T04:13:57,neha,file_access,plan.pptx,fin01
2025-07-31T15:56:57,alice,file_access,report.docx,eng01
2025-08-01T09:06:57,mike,file_access,summary.txt,prod01
2025-07-30T19:38:57,mike,file_access,budget.xlsx,it01
2025-07-30T19:38:57,mike,file_access,budget.xlsx,it01
2025-07-30T19:38:57,mike,file_access,plan.pptx,it01
2025-08-01T00:02:57,mike,file_access,summary.txt,it01
2025-08-01T00:02:57,mike,file_access,plan.pptx,it01
2025-07-30T19:54:57,jane,file_access,confidential.pdf,hr01
2025-07-30T19:54:57,jane,file_access,report.docx,hr01
2025-07-31T12:44:57,neha,file_access,summary.txt,fin01
2025-07-31T12:44:57,neha,file_access,summary.txt,fin01
2025-08-01T18:28:57,tom,file_access,plan.pptx,it01
2025-07-31T20:54:57,jane,file_access,summary.txt,hr01
2025-07-31T20:54:57,jane,file_access,report.docx,hr01
